Entity,Code,Year,Wind energy consumption (Terawatt-hours)
Denmark,DNK,1988,0.2917
Denmark,DNK,1989,0.4284
Denmark,DNK,1990,0.6103
Denmark,DNK,1991,0.7401
Denmark,DNK,1992,0.9154
Denmark,DNK,1993,1.0342
Denmark,DNK,1994,1.137
Denmark,DNK,1995,1.1773
Denmark,DNK,1996,1.2269
Denmark,DNK,1997,1.9342
Denmark,DNK,1998,2.8198999999999996
Denmark,DNK,1999,3.029
Denmark,DNK,2000,4.2412
Denmark,DNK,2001,4.306019444444444
Denmark,DNK,2002,4.876938888888889
Denmark,DNK,2003,5.560783333333333
Denmark,DNK,2004,6.583111111111111
Denmark,DNK,2005,6.613588304862
Denmark,DNK,2006,6.107957452659001
Denmark,DNK,2007,7.1712
Denmark,DNK,2008,6.9278
Denmark,DNK,2009,6.7205
Denmark,DNK,2010,7.809422076397
Denmark,DNK,2011,9.7741843095
Denmark,DNK,2012,10.269927922030002
Denmark,DNK,2013,11.123273633638
Denmark,DNK,2014,13.078503566298
Denmark,DNK,2015,14.133091674361005
Denmark,DNK,2016,12.781731229759002
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0.0009621349999999999
Ecuador,ECU,2008,0.002682461
Ecuador,ECU,2009,0.0032044166660000002
Ecuador,ECU,2010,0.00343485
Ecuador,ECU,2011,0.00334467
Ecuador,ECU,2012,0.002398368
Ecuador,ECU,2013,0.056702974648000004
Ecuador,ECU,2014,0.07974246653799999
Ecuador,ECU,2015,0.098806316921
Ecuador,ECU,2016,0.083958750247
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0.024
Egypt,EGY,2000,0.137
Egypt,EGY,2001,0.221
Egypt,EGY,2002,0.204
Egypt,EGY,2003,0.368
Egypt,EGY,2004,0.523
Egypt,EGY,2005,0.552
Egypt,EGY,2006,0.616
Egypt,EGY,2007,0.831
Egypt,EGY,2008,0.913
Egypt,EGY,2009,1.133
Egypt,EGY,2010,1.498
Egypt,EGY,2011,1.524
Egypt,EGY,2012,1.26
Egypt,EGY,2013,1.287
Egypt,EGY,2014,1.315
Egypt,EGY,2015,1.882
Egypt,EGY,2016,2.5478465753424655
Europe & Eurasia,,1965,0
Europe & Eurasia,,1966,0
Europe & Eurasia,,1967,0
Europe & Eurasia,,1968,0
Europe & Eurasia,,1969,0
Europe & Eurasia,,1970,0
Europe & Eurasia,,1971,0
Europe & Eurasia,,1972,0
Europe & Eurasia,,1973,0
Europe & Eurasia,,1974,0
Europe & Eurasia,,1975,0
Europe & Eurasia,,1976,0
Europe & Eurasia,,1977,0
Europe & Eurasia,,1978,0.003
Europe & Eurasia,,1979,0.006
Europe & Eurasia,,1980,0.010499999999999999
Europe & Eurasia,,1981,0.010499999999999999
Europe & Eurasia,,1982,0.018499999999999996
Europe & Eurasia,,1983,0.030100000000000002
Europe & Eurasia,,1984,0.03819999999999999
Europe & Eurasia,,1985,0.0574
Europe & Eurasia,,1986,0.13360000000000002
Europe & Eurasia,,1987,0.1908
Europe & Eurasia,,1988,0.32970000000000005
Europe & Eurasia,,1989,0.5154
Europe & Eurasia,,1990,0.7794604148888887
Europe & Eurasia,,1991,0.9794279878383837
Europe & Eurasia,,1992,1.5346480797575757
Europe & Eurasia,,1993,2.284426092121212
Europe & Eurasia,,1994,2.9790357028282823
Europe & Eurasia,,1995,3.8632292012121208
Europe & Eurasia,,1996,4.802595346262626
Europe & Eurasia,,1997,7.269653157575758
Europe & Eurasia,,1998,11.172169943232321
Europe & Eurasia,,1999,14.243522372828282
Europe & Eurasia,,2000,22.48246211191919
Europe & Eurasia,,2001,27.144078574545453
Europe & Eurasia,,2002,37.090511829898986
Europe & Eurasia,,2003,44.93534527050505
Europe & Eurasia,,2004,59.75179987979797
Europe & Eurasia,,2005,71.19714990237648
Europe & Eurasia,,2006,83.13791736637732
Europe & Eurasia,,2007,105.98761299104241
Europe & Eurasia,,2008,120.92793572985889
Europe & Eurasia,,2009,135.33758207760275
Europe & Eurasia,,2010,152.93537141369603
Europe & Eurasia,,2011,185.41522074627483
Europe & Eurasia,,2012,213.8630433254905
Europe & Eurasia,,2013,245.07820487888978
Europe & Eurasia,,2014,263.61507031642424
Europe & Eurasia,,2015,317.66110880464595
Europe & Eurasia,,2016,321.00671662062376
European Union,,1965,0
European Union,,1966,0
European Union,,1967,0
European Union,,1968,0
European Union,,1969,0
European Union,,1970,0
European Union,,1971,0
European Union,,1972,0
European Union,,1973,0
European Union,,1974,0
European Union,,1975,0
European Union,,1976,0
European Union,,1977,0
European Union,,1978,0.003
European Union,,1979,0.006
European Union,,1980,0.010499999999999999
European Union,,1981,0.010499999999999999
European Union,,1982,0.018499999999999996
European Union,,1983,0.030100000000000002
European Union,,1984,0.03819999999999999
European Union,,1985,0.0574
European Union,,1986,0.13360000000000002
European Union,,1987,0.1908
European Union,,1988,0.32970000000000005
European Union,,1989,0.5154000000000001
European Union,,1990,0.7794604148888888
European Union,,1991,0.9794279878383837
European Union,,1992,1.5346480797575754
European Union,,1993,2.2839988193939393
European Union,,1994,2.978424591717171
European Union,,1995,3.862653443636363
European Union,,1996,4.800999386666666
European Union,,1997,7.267077400000001
European Union,,1998,11.15803762
European Union,,1999,14.202118089999999
European Union,,2000,22.407343920000002
European Union,,2001,27.03011956444444
European Union,,2002,36.970587617777774
European Union,,2003,44.61323310888889
European Union,,2004,59.388682900000006
European Union,,2005,70.56732798318457
European Union,,2006,82.29667999263997
European Union,,2007,104.65668066781012
European Union,,2008,119.08279128541447
European Union,,2009,132.7721888452795
European Union,,2010,149.0255352116758
European Union,,2011,179.22053091128495
European Union,,2012,206.04704737599556
European Union,,2013,234.85971228240498
European Union,,2014,251.41165510475756
European Union,,2015,301.7934642632723
European Union,,2016,300.5427225596641
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0
Finland,FIN,1991,0
Finland,FIN,1992,0.002
Finland,FIN,1993,0.004
Finland,FIN,1994,0.007
Finland,FIN,1995,0.011
Finland,FIN,1996,0.011
Finland,FIN,1997,0.017
Finland,FIN,1998,0.023
Finland,FIN,1999,0.049
Finland,FIN,2000,0.077
Finland,FIN,2001,0.07
Finland,FIN,2002,0.063
Finland,FIN,2003,0.092
Finland,FIN,2004,0.12
Finland,FIN,2005,0.168
Finland,FIN,2006,0.153
Finland,FIN,2007,0.188
Finland,FIN,2008,0.261
Finland,FIN,2009,0.277
Finland,FIN,2010,0.294
Finland,FIN,2011,0.481
Finland,FIN,2012,0.494
Finland,FIN,2013,0.774
Finland,FIN,2014,1.107
Finland,FIN,2015,2.327
Finland,FIN,2016,3.068
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0.000271526
France,FRA,1991,0.000489604
France,FRA,1992,0.000489604
France,FRA,1993,0.00240218
France,FRA,1994,0.004704
France,FRA,1995,0.0047142
France,FRA,1996,0.0074302
France,FRA,1997,0.0111284
France,FRA,1998,0.0194972
France,FRA,1999,0.03694443
France,FRA,2000,0.07736
France,FRA,2001,0.1311
France,FRA,2002,0.2691
France,FRA,2003,0.3912
France,FRA,2004,0.596
France,FRA,2005,0.96377
France,FRA,2006,2.18888
France,FRA,2007,4.14
France,FRA,2008,5.71
France,FRA,2009,7.855
France,FRA,2010,9.726
France,FRA,2011,12.075
France,FRA,2012,14.931
France,FRA,2013,15.941
France,FRA,2014,17.085402
France,FRA,2015,21.112
France,FRA,2016,20.7
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0.001
Germany,DEU,1987,0.002
Germany,DEU,1988,0.008
Germany,DEU,1989,0.026
Germany,DEU,1990,0.071
Germany,DEU,1991,0.1
Germany,DEU,1992,0.275
Germany,DEU,1993,0.6
Germany,DEU,1994,0.909
Germany,DEU,1995,1.5
Germany,DEU,1996,2.032
Germany,DEU,1997,2.966
Germany,DEU,1998,4.489
Germany,DEU,1999,5.528
Germany,DEU,2000,9.513
Germany,DEU,2001,10.509
Germany,DEU,2002,15.786
Germany,DEU,2003,18.713
Germany,DEU,2004,25.509
Germany,DEU,2005,27.229
Germany,DEU,2006,30.71
Germany,DEU,2007,39.713
Germany,DEU,2008,40.574
Germany,DEU,2009,38.648
Germany,DEU,2010,37.795
Germany,DEU,2011,48.891
Germany,DEU,2012,50.681
Germany,DEU,2013,51.721
Germany,DEU,2014,57.379
Germany,DEU,2015,79.206
Germany,DEU,2016,77.4
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0.001
Greece,GRC,1988,0.001
Greece,GRC,1989,0.001
Greece,GRC,1990,0.002
Greece,GRC,1991,0.002
Greece,GRC,1992,0.008
Greece,GRC,1993,0.047
Greece,GRC,1994,0.037
Greece,GRC,1995,0.034
Greece,GRC,1996,0.036
Greece,GRC,1997,0.037
Greece,GRC,1998,0.073
Greece,GRC,1999,0.162
Greece,GRC,2000,0.451
Greece,GRC,2001,0.756
Greece,GRC,2002,0.651
Greece,GRC,2003,1.021
Greece,GRC,2004,1.121
Greece,GRC,2005,1.266
Greece,GRC,2006,1.699
Greece,GRC,2007,1.818
Greece,GRC,2008,2.242
Greece,GRC,2009,2.543
Greece,GRC,2010,2.714
Greece,GRC,2011,3.315
Greece,GRC,2012,3.85
Greece,GRC,2013,4.139
Greece,GRC,2014,3.689
Greece,GRC,2015,4.621
Greece,GRC,2016,4.966533
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.000694
Hong Kong,HKG,2007,0.000865
Hong Kong,HKG,2008,0.000807
Hong Kong,HKG,2009,0.001099
Hong Kong,HKG,2010,0.001041
Hong Kong,HKG,2011,0.000868
Hong Kong,HKG,2012,0.001053
Hong Kong,HKG,2013,0.000836
Hong Kong,HKG,2014,0.0009
Hong Kong,HKG,2015,0.000811
Hong Kong,HKG,2016,0.000492
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0.001
Hungary,HUN,2002,0.001
Hungary,HUN,2003,0.004
Hungary,HUN,2004,0.006
Hungary,HUN,2005,0.01
Hungary,HUN,2006,0.043
Hungary,HUN,2007,0.11
Hungary,HUN,2008,0.205
Hungary,HUN,2009,0.331
Hungary,HUN,2010,0.527
Hungary,HUN,2011,0.626
Hungary,HUN,2012,0.771181
Hungary,HUN,2013,0.717905
Hungary,HUN,2014,0.65654
Hungary,HUN,2015,0.693
Hungary,HUN,2016,0.6888626865671641
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0.030303030303029943
India,IND,1991,0.11291
India,IND,1992,0.08847
India,IND,1993,0.09477
India,IND,1994,0.19128
India,IND,1995,0.49647
India,IND,1996,0.87838
India,IND,1997,0.988
India,IND,1998,1.079
India,IND,1999,1.446
India,IND,2000,1.582
India,IND,2001,2.085
India,IND,2002,2.085
India,IND,2003,2.60448
India,IND,2004,5.22543
India,IND,2005,5.991
India,IND,2006,9.547
India,IND,2007,11.413
India,IND,2008,13.334
India,IND,2009,18.187
India,IND,2010,19.657
India,IND,2011,24.531
India,IND,2012,30.115
India,IND,2013,33.583
India,IND,2014,33.32370452914798
India,IND,2015,32.74138
India,IND,2016,44.80165083641173
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0.00002
Indonesia,IDN,2008,0.00027
Indonesia,IDN,2009,0.00367
Indonesia,IDN,2010,0.0036359999999999995
Indonesia,IDN,2011,0.004690000000000001
Indonesia,IDN,2012,0.00461
Indonesia,IDN,2013,0.0014
Indonesia,IDN,2014,0.0019
Indonesia,IDN,2015,0.0037
Indonesia,IDN,2016,0.01484054795
Iran,IRN,1965,0
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,0
Iran,IRN,1980,0
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,0
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0.035
Iran,IRN,2000,0.037
Iran,IRN,2001,0.034
Iran,IRN,2002,0.03
Iran,IRN,2003,0.027
Iran,IRN,2004,0.047
Iran,IRN,2005,0.071
Iran,IRN,2006,0.125
Iran,IRN,2007,0.143
Iran,IRN,2008,0.196
Iran,IRN,2009,0.225
Iran,IRN,2010,0.163
Iran,IRN,2011,0.217
Iran,IRN,2012,0.207
Iran,IRN,2013,0.376
Iran,IRN,2014,0.358
Iran,IRN,2015,0.38963720930232565
Iran,IRN,2016,0.39070470850589367
Ireland,IRL,1965,0
Ireland,IRL,1966,0
Ireland,IRL,1967,0
Ireland,IRL,1968,0
Ireland,IRL,1969,0
Ireland,IRL,1970,0
Ireland,IRL,1971,0
Ireland,IRL,1972,0
Ireland,IRL,1973,0
Ireland,IRL,1974,0
Ireland,IRL,1975,0
Ireland,IRL,1976,0
Ireland,IRL,1977,0
Ireland,IRL,1978,0
Ireland,IRL,1979,0
Ireland,IRL,1980,0
Ireland,IRL,1981,0
Ireland,IRL,1982,0
Ireland,IRL,1983,0
Ireland,IRL,1984,0
Ireland,IRL,1985,0
Ireland,IRL,1986,0
Ireland,IRL,1987,0
Ireland,IRL,1988,0
Ireland,IRL,1989,0
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0.005000899999999995
Ireland,IRL,1993,0.015002699999999985
Ireland,IRL,1994,0.01900342
Ireland,IRL,1995,0.01600288000000001
Ireland,IRL,1996,0.014002520000000004
Ireland,IRL,1997,0.05000899999999995
Ireland,IRL,1998,0.16903041999999985
Ireland,IRL,1999,0.1870336599999998
Ireland,IRL,2000,0.2440439199999998
Ireland,IRL,2001,0.33406011999999985
Ireland,IRL,2002,0.38806983999999967
Ireland,IRL,2003,0.45408172000000163
Ireland,IRL,2004,0.6551178999999993
Ireland,IRL,2005,1.1121101437999992
Ireland,IRL,2006,1.6223331674159995
Ireland,IRL,2007,1.9587230566989993
Ireland,IRL,2008,2.4104468178427907
Ireland,IRL,2009,2.9557492151096776
Ireland,IRL,2010,2.8151656836281
Ireland,IRL,2011,4.381103159346482
Ireland,IRL,2012,4.011200122082479
Ireland,IRL,2013,4.542331952606407
Ireland,IRL,2014,5.140986328001051
Ireland,IRL,2015,6.574180746569251
Ireland,IRL,2016,6.151669638256656
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0
Israel,ISR,1982,0
Israel,ISR,1983,0
Israel,ISR,1984,0
Israel,ISR,1985,0
Israel,ISR,1986,0
Israel,ISR,1987,0
Israel,ISR,1988,0
Israel,ISR,1989,0
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0.010101010101009982
Israel,ISR,2002,0.011
Israel,ISR,2003,0.012
Israel,ISR,2004,0.011
Israel,ISR,2005,0.011
Israel,ISR,2006,0.01
Israel,ISR,2007,0.01
Israel,ISR,2008,0.009
Israel,ISR,2009,0.009
Israel,ISR,2010,0.008
Israel,ISR,2011,0.007
Israel,ISR,2012,0.006
Israel,ISR,2013,0.006
Israel,ISR,2014,0.006
Israel,ISR,2015,0.007
Israel,ISR,2016,0.00701917808219178
Italy,ITA,1965,0
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
Italy,ITA,1977,0
Italy,ITA,1978,0
Italy,ITA,1979,0
Italy,ITA,1980,0
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0
Italy,ITA,1984,0
Italy,ITA,1985,0
Italy,ITA,1986,0
Italy,ITA,1987,0
Italy,ITA,1988,0
Italy,ITA,1989,0.002
Italy,ITA,1990,0.0019191919191918964
Italy,ITA,1991,0.0028787878787878444
Italy,ITA,1992,0.0019191919191918964
Italy,ITA,1993,0.003838383838383793
Italy,ITA,1994,0.00671717171717165
Italy,ITA,1995,0.008636363636363538
Italy,ITA,1996,0.03166666666666628
Italy,ITA,1997,0.118
Italy,ITA,1998,0.232
Italy,ITA,1999,0.403
Italy,ITA,2000,0.563
Italy,ITA,2001,1.179
Italy,ITA,2002,1.404
Italy,ITA,2003,1.458
Italy,ITA,2004,1.847
Italy,ITA,2005,2.343
Italy,ITA,2006,2.971
Italy,ITA,2007,4.034
Italy,ITA,2008,4.861
Italy,ITA,2009,6.543
Italy,ITA,2010,9.1259
Italy,ITA,2011,9.856399999999999
Italy,ITA,2012,13.4071
Italy,ITA,2013,14.897
Italy,ITA,2014,15.1783
Italy,ITA,2015,14.8439
Italy,ITA,2016,17.61987585855151
Japan,JPN,1965,0
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0
Japan,JPN,1971,0
Japan,JPN,1972,0
Japan,JPN,1973,0
Japan,JPN,1974,0
Japan,JPN,1975,0
Japan,JPN,1976,0
Japan,JPN,1977,0
Japan,JPN,1978,0
Japan,JPN,1979,0
Japan,JPN,1980,0
Japan,JPN,1981,0
Japan,JPN,1982,0
Japan,JPN,1983,0
Japan,JPN,1984,0
Japan,JPN,1985,0
Japan,JPN,1986,0
Japan,JPN,1987,0
Japan,JPN,1988,0
Japan,JPN,1989,0
Japan,JPN,1990,0
Japan,JPN,1991,0
Japan,JPN,1992,0
Japan,JPN,1993,0.0009595959595959482
Japan,JPN,1994,0.0009595959595959482
Japan,JPN,1995,0.0009595959595959482
Japan,JPN,1996,0.0019191919191918964
Japan,JPN,1997,0.0009595959595959482
Japan,JPN,1998,0.007070707070706987
Japan,JPN,1999,0.03636363636363593
Japan,JPN,2000,0.109
Japan,JPN,2001,0.252
Japan,JPN,2002,0.413
Japan,JPN,2003,0.832
Japan,JPN,2004,1.44
Japan,JPN,2005,1.91
Japan,JPN,2006,2.135
Japan,JPN,2007,2.74
Japan,JPN,2008,2.945
Japan,JPN,2009,3.427302299
Japan,JPN,2010,3.9257290630000004
Japan,JPN,2011,4.459041
Japan,JPN,2012,4.727417
Japan,JPN,2013,5.133169068
Japan,JPN,2014,5.01397161
Japan,JPN,2015,5.22280657926
Japan,JPN,2016,7.074058142174554
Kazakhstan,KAZ,1985,0
Kazakhstan,KAZ,1986,0
Kazakhstan,KAZ,1987,0
Kazakhstan,KAZ,1988,0
Kazakhstan,KAZ,1989,0
Kazakhstan,KAZ,1990,0
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
